symbol,name,exchange,yahoo_symbol,kite_symbol,upstox_instrument_key,sector,industry,base_price,enabled
ARSSBL,ANAND RATHI SH N STK BR L,NSE,ARSSBL.NS,NSE:ARSSBL,NSE_EQ|INE549H01021,,,100.0,1
ARTEMISMED,ARTEMIS MED SERVICE LTD,NSE,ARTEMISMED.NS,NSE:ARTEMISMED,NSE_EQ|INE025R01021,,,100.0,1
ARTNIRMAN,ART NIRMAN LIMITED,NSE,ARTNIRMAN.NS,NSE:ARTNIRMAN,NSE_EQ|INE738V01013,,,100.0,1
ARVEE,ARVEE LABORATORIES I LTD,NSE,ARVEE.NS,NSE:ARVEE,NSE_EQ|INE006Z01016,,,100.0,1
ARVIND,ARVIND LIMITED,NSE,ARVIND.NS,NSE:ARVIND,NSE_EQ|INE034A01011,,,100.0,1
ARVINDFASN,ARVIND FASHIONS LIMITED,NSE,ARVINDFASN.NS,NSE:ARVINDFASN,NSE_EQ|INE955V01021,,,100.0,1
ARVSMART,ARVIND SMARTSPACES LTD,NSE,ARVSMART.NS,NSE:ARVSMART,NSE_EQ|INE034S01021,,,100.0,1
ASAHIINDIA,ASAHI INDIA GLASS LIMITED,NSE,ASAHIINDIA.NS,NSE:ASAHIINDIA,NSE_EQ|INE439A01020,,,100.0,1
ASAHISONG,ASAHI SONGWON COLOR LTD,NSE,ASAHISONG.NS,NSE:ASAHISONG,NSE_EQ|INE228I01012,,,100.0,1
ASAL,AUTOMOTIVE STAMPINGS & AS,NSE,ASAL.NS,NSE:ASAL,NSE_EQ|INE900C01027,,,100.0,1
ASALCBR,ASSO ALCOHOLS & BREW LTD,NSE,ASALCBR.NS,NSE:ASALCBR,NSE_EQ|INE073G01016,,,100.0,1
ASHAPURMIN,ASHAPURA MINECHEM LTD,NSE,ASHAPURMIN.NS,NSE:ASHAPURMIN,NSE_EQ|INE348A01023,,,100.0,1
ASHIANA,ASHIANA HOUSING LTD,NSE,ASHIANA.NS,NSE:ASHIANA,NSE_EQ|INE365D01021,,,100.0,1
ASHIKA,ASHIKA CREDIT CAPITAL L,NSE,ASHIKA.NS,NSE:ASHIKA,NSE_EQ|INE094B01013,,,100.0,1
ASHIMASYN,ASHIMA LTD,NSE,ASHIMASYN.NS,NSE:ASHIMASYN,NSE_EQ|INE440A01010,,,100.0,1
ASHOKA,ASHOKA BUILDCON LTD,NSE,ASHOKA.NS,NSE:ASHOKA,NSE_EQ|INE442H01029,,,100.0,1
ASHOKAMET,ASHOKA METCAST LIMITED,NSE,ASHOKAMET.NS,NSE:ASHOKAMET,NSE_EQ|INE760Y01011,,,100.0,1
ASHOKLEY,ASHOK LEYLAND LTD,NSE,ASHOKLEY.NS,NSE:ASHOKLEY,NSE_EQ|INE208A01029,,,100.0,1
ASIANENE,ASIAN ENERGY SERVICES LTD,NSE,ASIANENE.NS,NSE:ASIANENE,NSE_EQ|INE276G01015,,,100.0,1
ASIANHOTNR,ASIAN HOTELS (NORTH) LTD,NSE,ASIANHOTNR.NS,NSE:ASIANHOTNR,NSE_EQ|INE363A01022,,,100.0,1
ASIANPAINT,ASIAN PAINTS LIMITED,NSE,ASIANPAINT.NS,NSE:ASIANPAINT,NSE_EQ|INE021A01026,,,100.0,1
ASIANTILES,ASIAN GRANITO IND. LTD.,NSE,ASIANTILES.NS,NSE:ASIANTILES,NSE_EQ|INE022I01019,,,100.0,1
ASKAUTOLTD,ASK AUTOMOTIVE LIMITED,NSE,ASKAUTOLTD.NS,NSE:ASKAUTOLTD,NSE_EQ|INE491J01022,,,100.0,1
ASMS,BARTRONICS INDIA LIMITED,NSE,ASMS.NS,NSE:ASMS,NSE_EQ|INE855F01042,,,100.0,1
ASPINWALL,ASPINWALL & CO LTD,NSE,ASPINWALL.NS,NSE:ASPINWALL,NSE_EQ|INE991I01015,,,100.0,1
ASTAR,ASIAN STAR CO. LTD.,NSE,ASTAR.NS,NSE:ASTAR,NSE_EQ|INE194D01017,,,100.0,1
ASTEC,ASTEC LIFESCIENCES LTD,NSE,ASTEC.NS,NSE:ASTEC,NSE_EQ|INE563J01010,,,100.0,1
ASTERDM,ASTER DM HEALTHCARE LTD.,NSE,ASTERDM.NS,NSE:ASTERDM,NSE_EQ|INE914M01019,,,100.0,1
ASTRAL,ASTRAL LIMITED,NSE,ASTRAL.NS,NSE:ASTRAL,NSE_EQ|INE006I01046,,,100.0,1
ASTRAMICRO,ASTRA MICROWAVE LTD,NSE,ASTRAMICRO.NS,NSE:ASTRAMICRO,NSE_EQ|INE386C01029,,,100.0,1
ASTRAZEN,ASTRAZENECA PHARMA IND LT,NSE,ASTRAZEN.NS,NSE:ASTRAZEN,NSE_EQ|INE203A01020,,,100.0,1
ASTRON,ASTRON PAPER BORD MIL LTD,NSE,ASTRON.NS,NSE:ASTRON,NSE_EQ|INE646X01014,,,100.0,1
ATALREAL,ATAL REALTECH LIMITED,NSE,ATALREAL.NS,NSE:ATALREAL,NSE_EQ|INE0ALR01029,,,100.0,1
ATAM,ATAM VALVES LIMITED,NSE,ATAM.NS,NSE:ATAM,NSE_EQ|INE09KD01013,,,100.0,1
ATGL,ADANI TOTAL GAS LIMITED,NSE,ATGL.NS,NSE:ATGL,NSE_EQ|INE399L01023,,,100.0,1
ATHERENERG,ATHER ENERGY LIMITED,NSE,ATHERENERG.NS,NSE:ATHERENERG,NSE_EQ|INE0LEZ01016,,,100.0,1
ATL,ALLCARGO TERMINALS LTD,NSE,ATL.NS,NSE:ATL,NSE_EQ|INE0NN701020,,,100.0,1
ATLANTAA,ATLANTAA LIMITED,NSE,ATLANTAA.NS,NSE:ATLANTAA,NSE_EQ|INE285H01022,,,100.0,1
ATLANTAELE,ATLANTA ELECTRICALS LTD,NSE,ATLANTAELE.NS,NSE:ATLANTAELE,NSE_EQ|INE0Z4F01028,,,100.0,1
ATLASCYCLE,ATLAS CYCLE (HARYANA) LTD,NSE,ATLASCYCLE.NS,NSE:ATLASCYCLE,NSE_EQ|INE446A01025,,,100.0,1
ATUL,ATUL LTD,NSE,ATUL.NS,NSE:ATUL,NSE_EQ|INE100A01010,,,100.0,1
ATULAUTO,ATUL AUTO LIMITED,NSE,ATULAUTO.NS,NSE:ATULAUTO,NSE_EQ|INE951D01028,,,100.0,1
AUBANK,AU SMALL FINANCE BANK LTD,NSE,AUBANK.NS,NSE:AUBANK,NSE_EQ|INE949L01017,,,100.0,1
AURIGROW,AURI GROW INDIA LIMITED,NSE,AURIGROW.NS,NSE:AURIGROW,NSE_EQ|INE925Y01036,,,100.0,1
AURIONPRO,AURIONPRO SOLN LTD,NSE,AURIONPRO.NS,NSE:AURIONPRO,NSE_EQ|INE132H01018,,,100.0,1
AUROPHARMA,AUROBINDO PHARMA LTD,NSE,AUROPHARMA.NS,NSE:AUROPHARMA,NSE_EQ|INE406A01037,,,100.0,1
AURUM,AURUM PROPTECH LIMITED,NSE,AURUM.NS,NSE:AURUM,NSE_EQ|INE898S01029,,,100.0,1
AUSOMENT,AUSOM ENTERPRISE LIMITED,NSE,AUSOMENT.NS,NSE:AUSOMENT,NSE_EQ|INE218C01016,,,100.0,1
AUTOAXLES,AUTOMOTIVE AXLES LIMITED,NSE,AUTOAXLES.NS,NSE:AUTOAXLES,NSE_EQ|INE449A01011,,,100.0,1
AUTOBEES,NIPPONAMC - NETFAUTO,NSE,AUTOBEES.NS,NSE:AUTOBEES,NSE_EQ|INF204KC1337,,,100.0,1
AUTOIETF,ICICIPRAMC - ICICIAUTO,NSE,AUTOIETF.NS,NSE:AUTOIETF,NSE_EQ|INF109KC10V2,,,100.0,1
AUTOIND,AUTOLINE INDUSTRIES LTD,NSE,AUTOIND.NS,NSE:AUTOIND,NSE_EQ|INE718H01014,,,100.0,1
AVADHSUGAR,AVADH SUG & ENERGY LTD,NSE,AVADHSUGAR.NS,NSE:AVADHSUGAR,NSE_EQ|INE349W01017,,,100.0,1
AVAILFC,AVAILABLE FINANCE LTD.,NSE,AVAILFC.NS,NSE:AVAILFC,NSE_EQ|INE325G01010,,,100.0,1
AVALON,AVALON TECHNOLOGIES LTD,NSE,AVALON.NS,NSE:AVALON,NSE_EQ|INE0LCL01028,,,100.0,1
AVANTEL,AVANTEL LIMITED,NSE,AVANTEL.NS,NSE:AVANTEL,NSE_EQ|INE005B01027,,,100.0,1
AVANTIFEED,AVANTI FEEDS LIMITED,NSE,AVANTIFEED.NS,NSE:AVANTIFEED,NSE_EQ|INE871C01038,,,100.0,1
AVG,AVG LOGISTICS LIMITED,NSE,AVG.NS,NSE:AVG,NSE_EQ|INE680Z01018,,,100.0,1
AVL,ADITYA VISION LIMITED,NSE,AVL.NS,NSE:AVL,NSE_EQ|INE679V01027,,,100.0,1
AVONMORE,AVONMORE CAP&MGT SERV LTD,NSE,AVONMORE.NS,NSE:AVONMORE,NSE_EQ|INE323B01024,,,100.0,1
AVROIND,AVRO INDIA LIMITED,NSE,AVROIND.NS,NSE:AVROIND,NSE_EQ|INE652Z01025,,,100.0,1
AVTNPL,AVT NATURAL PRODUCTS LTD,NSE,AVTNPL.NS,NSE:AVTNPL,NSE_EQ|INE488D01021,,,100.0,1
AWFIS,AWFIS SPACE SOLUTIONS LTD,NSE,AWFIS.NS,NSE:AWFIS,NSE_EQ|INE108V01019,,,100.0,1
AWHCL,ANTONY WASTE HDG CELL LTD,NSE,AWHCL.NS,NSE:AWHCL,NSE_EQ|INE01BK01022,,,100.0,1
AWL,AWL AGRI BUSINESS LIMITED,NSE,AWL.NS,NSE:AWL,NSE_EQ|INE699H01024,,,100.0,1
AXISBANK,AXIS BANK LIMITED,NSE,AXISBANK.NS,NSE:AXISBANK,NSE_EQ|INE238A01034,,,100.0,1
AXISBNKETF,AXISAMC - AXISBNKETF,NSE,AXISBNKETF.NS,NSE:AXISBNKETF,NSE_EQ|INF846K01X63,,,100.0,1
AXISCADES,AXISCADES TECH LTD,NSE,AXISCADES.NS,NSE:AXISCADES,NSE_EQ|INE555B01013,,,100.0,1
AXISCETF,AXISAMC - AXISCETF,NSE,AXISCETF.NS,NSE:AXISCETF,NSE_EQ|INF846K016C7,,,100.0,1
AXISGOLD,AXIS MF - AXIS GOLD ETF,NSE,AXISGOLD.NS,NSE:AXISGOLD,NSE_EQ|INF846K01W80,,,100.0,1
AXISHCETF,AXISAMC - AXISHCETF,NSE,AXISHCETF.NS,NSE:AXISHCETF,NSE_EQ|INF846K01Z12,,,100.0,1
AXISILVER,AXISAMC - AXISILVER,NSE,AXISILVER.NS,NSE:AXISILVER,NSE_EQ|INF846K011K1,,,100.0,1
AXISNIFTY,AXISAMC - AXISNIFTY,NSE,AXISNIFTY.NS,NSE:AXISNIFTY,NSE_EQ|INF846K01W98,,,100.0,1
AXISTECETF,AXISAMC - AXISTECETF,NSE,AXISTECETF.NS,NSE:AXISTECETF,NSE_EQ|INF846K01Y96,,,100.0,1
AXISVALUE,AXISAMC - AXISVALUE,NSE,AXISVALUE.NS,NSE:AXISVALUE,NSE_EQ|INF846KA1119,,,100.0,1
AXITA,AXITA COTTON LIMITED,NSE,AXITA.NS,NSE:AXITA,NSE_EQ|INE02EZ01022,,,100.0,1
AXSENSEX,AXISAMC - AXSENSEX,NSE,AXSENSEX.NS,NSE:AXSENSEX,NSE_EQ|INF846K010Q0,,,100.0,1
AYE,AYE FINANCE LIMITED,NSE,AYE.NS,NSE:AYE,NSE_EQ|INE501X01029,,,100.0,1
AYMSYNTEX,AYM SYNTEX LIMITED,NSE,AYMSYNTEX.NS,NSE:AYMSYNTEX,NSE_EQ|INE193B01039,,,100.0,1
AZAD,AZAD ENGINEERING LIMITED,NSE,AZAD.NS,NSE:AZAD,NSE_EQ|INE02IJ01035,,,100.0,1
BAFNAPH,BAFNA PHARMACEUTICALS LTD,NSE,BAFNAPH.NS,NSE:BAFNAPH,NSE_EQ|INE878I01022,,,100.0,1
BAGFILMS,B.A.G FILMS AND MEDIA LTD,NSE,BAGFILMS.NS,NSE:BAGFILMS,NSE_EQ|INE116D01028,,,100.0,1
BAIDFIN,BAID FINSERV LIMITED,NSE,BAIDFIN.NS,NSE:BAIDFIN,NSE_EQ|INE020D01022,,,100.0,1
BAJAJ-AUTO,BAJAJ AUTO LIMITED,NSE,BAJAJ-AUTO.NS,NSE:BAJAJ-AUTO,NSE_EQ|INE917I01010,,,100.0,1
BAJAJCON,BAJAJ CONSUMER CARE LTD,NSE,BAJAJCON.NS,NSE:BAJAJCON,NSE_EQ|INE933K01021,,,100.0,1
BAJAJELEC,BAJAJ ELECT.LTD,NSE,BAJAJELEC.NS,NSE:BAJAJELEC,NSE_EQ|INE193E01025,,,100.0,1
BAJAJFINSV,BAJAJ FINSERV LTD.,NSE,BAJAJFINSV.NS,NSE:BAJAJFINSV,NSE_EQ|INE918I01026,,,100.0,1
BAJAJHCARE,BAJAJ HEALTHCARE LIMITED,NSE,BAJAJHCARE.NS,NSE:BAJAJHCARE,NSE_EQ|INE411U01027,,,100.0,1
BAJAJHFL,BAJAJ HOUSING FINANCE LTD,NSE,BAJAJHFL.NS,NSE:BAJAJHFL,NSE_EQ|INE377Y01014,,,100.0,1
BAJAJHIND,BAJAJ HINDUSTHAN SUGAR LT,NSE,BAJAJHIND.NS,NSE:BAJAJHIND,NSE_EQ|INE306A01021,,,100.0,1
BAJAJHLDNG,BAJAJ HOLDINGS & INVS LTD,NSE,BAJAJHLDNG.NS,NSE:BAJAJHLDNG,NSE_EQ|INE118A01012,,,100.0,1
BAJAJINDEF,INDEF MANUFACTURING LTD,NSE,BAJAJINDEF.NS,NSE:BAJAJINDEF,NSE_EQ|INE0O9T01021,,,100.0,1
BAJAJST,BAJAJ STEEL INDS. LTD.,NSE,BAJAJST.NS,NSE:BAJAJST,NSE_EQ|INE704G01024,,,100.0,1
BAJEL,BAJEL PROJECTS LIMITED,NSE,BAJEL.NS,NSE:BAJEL,NSE_EQ|INE0KQN01018,,,100.0,1
BAJFINANCE,BAJAJ FINANCE LIMITED,NSE,BAJFINANCE.NS,NSE:BAJFINANCE,NSE_EQ|INE296A01032,,,100.0,1
BALAJEE,SHREE TIRUPATI BALAJEE L,NSE,BALAJEE.NS,NSE:BALAJEE,NSE_EQ|INE0S2G01011,,,100.0,1
BALAJITELE,BALAJI TELEFILMS LIMITED.,NSE,BALAJITELE.NS,NSE:BALAJITELE,NSE_EQ|INE794B01026,,,100.0,1
BALAMINES,BALAJI AMINES LIMITED,NSE,BALAMINES.NS,NSE:BALAMINES,NSE_EQ|INE050E01027,,,100.0,1
BALAXI,BALAXI PHARMA LTD,NSE,BALAXI.NS,NSE:BALAXI,NSE_EQ|INE618N01022,,,100.0,1
BALKRISHNA,BALKRISHNA PAPER MILLS L,NSE,BALKRISHNA.NS,NSE:BALKRISHNA,NSE_EQ|INE875R01011,,,100.0,1
BALKRISIND,BALKRISHNA IND. LTD,NSE,BALKRISIND.NS,NSE:BALKRISIND,NSE_EQ|INE787D01026,,,100.0,1
BALMLAWRIE,BALMER LAWRIE & CO LTD,NSE,BALMLAWRIE.NS,NSE:BALMLAWRIE,NSE_EQ|INE164A01016,,,100.0,1
BALPHARMA,BAL PHARMA LTD.,NSE,BALPHARMA.NS,NSE:BALPHARMA,NSE_EQ|INE083D01012,,,100.0,1
BALRAMCHIN,BALRAMPUR CHINI MILLS LTD,NSE,BALRAMCHIN.NS,NSE:BALRAMCHIN,NSE_EQ|INE119A01028,,,100.0,1
BALUFORGE,BALU FORGE INDUSTRIES LTD,NSE,BALUFORGE.NS,NSE:BALUFORGE,NSE_EQ|INE011E01029,,,100.0,1
BANARBEADS,BANARAS BEADS LTD,NSE,BANARBEADS.NS,NSE:BANARBEADS,NSE_EQ|INE655B01011,,,100.0,1
BANARISUG,BANNARI AMMAN SUGARS LTD,NSE,BANARISUG.NS,NSE:BANARISUG,NSE_EQ|INE459A01010,,,100.0,1
BANCOINDIA,BANCO PRODUCTS (I) LTD,NSE,BANCOINDIA.NS,NSE:BANCOINDIA,NSE_EQ|INE213C01025,,,100.0,1
BANDHANBNK,BANDHAN BANK LIMITED,NSE,BANDHANBNK.NS,NSE:BANDHANBNK,NSE_EQ|INE545U01014,,,100.0,1
BANG,BANG OVERSEAS LTD.,NSE,BANG.NS,NSE:BANG,NSE_EQ|INE863I01016,,,100.0,1
BANK10ADD,DSPAMC - BANK10ADD,NSE,BANK10ADD.NS,NSE:BANK10ADD,NSE_EQ|INF740KA1YH2,,,100.0,1
BANKA,BANKA BIOLOO LIMITED,NSE,BANKA.NS,NSE:BANKA,NSE_EQ|INE862Y01015,,,100.0,1
BANKADD,DSPAMC - DSPBANK,NSE,BANKADD.NS,NSE:BANKADD,NSE_EQ|INF740KA1RX3,,,100.0,1
BANKBARODA,BANK OF BARODA,NSE,BANKBARODA.NS,NSE:BANKBARODA,NSE_EQ|INE028A01039,,,100.0,1
BANKBEES,NIP IND ETF BANK BEES,NSE,BANKBEES.NS,NSE:BANKBEES,NSE_EQ|INF204KB15I9,,,100.0,1
BANKBETA,UTIAMC-BANKBETA,NSE,BANKBETA.NS,NSE:BANKBETA,NSE_EQ|INF789F1AUV1,,,100.0,1
BANKBETF,BFAM - BANKBETF,NSE,BANKBETF.NS,NSE:BANKBETF,NSE_EQ|INF0QA701714,,,100.0,1
BANKETF,MIRAEAMC - BANKETF,NSE,BANKETF.NS,NSE:BANKETF,NSE_EQ|INF769K01KR3,,,100.0,1
BANKIETF,ICICIPRAMC - IPRU5008,NSE,BANKIETF.NS,NSE:BANKIETF,NSE_EQ|INF109KC15I8,,,100.0,1
BANKINDIA,BANK OF INDIA,NSE,BANKINDIA.NS,NSE:BANKINDIA,NSE_EQ|INE084A01016,,,100.0,1
BANKNIFTY1,KOTAKMAMC-KOTAKBKETF,NSE,BANKNIFTY1.NS,NSE:BANKNIFTY1,NSE_EQ|INF174KA1ZB7,,,100.0,1
BANKPSU,MIRAEAMC - BANKPSU,NSE,BANKPSU.NS,NSE:BANKPSU,NSE_EQ|INF769K01LZ4,,,100.0,1
BANSALWIRE,BANSAL WIRE INDUSTRIES L,NSE,BANSALWIRE.NS,NSE:BANSALWIRE,NSE_EQ|INE0B9K01025,,,100.0,1
BANSWRAS,BANSWARA SYNTEX LIMITED,NSE,BANSWRAS.NS,NSE:BANSWRAS,NSE_EQ|INE629D01020,,,100.0,1
BASF,BASF INDIA LTD,NSE,BASF.NS,NSE:BASF,NSE_EQ|INE373A01013,,,100.0,1
BASML,BANNARI AM SPIN MILL LTD.,NSE,BASML.NS,NSE:BASML,NSE_EQ|INE186H01022,,,100.0,1
BATAINDIA,BATA INDIA LTD,NSE,BATAINDIA.NS,NSE:BATAINDIA,NSE_EQ|INE176A01028,,,100.0,1
BATLIBOI,BATLIBOI LTD.,NSE,BATLIBOI.NS,NSE:BATLIBOI,NSE_EQ|INE177C01022,,,100.0,1
BAYERCROP,BAYER CROPSCIENCE LTD,NSE,BAYERCROP.NS,NSE:BAYERCROP,NSE_EQ|INE462A01022,,,100.0,1
BBETF0432,EDELAMC - BBETF0432,NSE,BBETF0432.NS,NSE:BBETF0432,NSE_EQ|INF754K01OB1,,,100.0,1
BBL,BHARAT BIJLEE LTD,NSE,BBL.NS,NSE:BBL,NSE_EQ|INE464A01036,,,100.0,1
BBNPNBETF,BARODABNP - BBNPNBETF,NSE,BBNPNBETF.NS,NSE:BBNPNBETF,NSE_EQ|INF251K01TL6,,,100.0,1
BBNPPGOLD,BARODABNP - BBNPPGOLD,NSE,BBNPPGOLD.NS,NSE:BBNPPGOLD,NSE_EQ|INF251K01SU9,,,100.0,1
BBOX,BLACK BOX LIMITED,NSE,BBOX.NS,NSE:BBOX,NSE_EQ|INE676A01027,,,100.0,1
BBTC,BOMBAY BURMAH TRADING COR,NSE,BBTC.NS,NSE:BBTC,NSE_EQ|INE050A01025,,,100.0,1
BBTCL,B&B TRIPLEWALL CONT LTD,NSE,BBTCL.NS,NSE:BBTCL,NSE_EQ|INE01EE01011,,,100.0,1
BCG,BRIGHTCOM GROUP LIMITED,NSE,BCG.NS,NSE:BCG,NSE_EQ|INE425B01027,,,100.0,1
BCLIND,BCL INDUSTRIES LIMITED,NSE,BCLIND.NS,NSE:BCLIND,NSE_EQ|INE412G01024,,,100.0,1
BCONCEPTS,BRAND CONCEPTS LIMITED,NSE,BCONCEPTS.NS,NSE:BCONCEPTS,NSE_EQ|INE977Y01011,,,100.0,1
BCPL,BCPL RAILWAY INFRA LTD,NSE,BCPL.NS,NSE:BCPL,NSE_EQ|INE00SW01015,,,100.0,1
BDL,BHARAT DYNAMICS LIMITED,NSE,BDL.NS,NSE:BDL,NSE_EQ|INE171Z01026,,,100.0,1
BEARDSELL,BEARDSELL LIMITED,NSE,BEARDSELL.NS,NSE:BEARDSELL,NSE_EQ|INE520H01022,,,100.0,1
BECTORFOOD,MRS BECTORS FOOD SPE LTD,NSE,BECTORFOOD.NS,NSE:BECTORFOOD,NSE_EQ|INE495P01020,,,100.0,1
BEDMUTHA,BEDMUTHA INDUST LTD,NSE,BEDMUTHA.NS,NSE:BEDMUTHA,NSE_EQ|INE844K01012,,,100.0,1
BEEKAY,BEEKAY STEEL INDS. LTD.,NSE,BEEKAY.NS,NSE:BEEKAY,NSE_EQ|INE213D01015,,,100.0,1
BEL,BHARAT ELECTRONICS LTD,NSE,BEL.NS,NSE:BEL,NSE_EQ|INE263A01024,,,100.0,1
BELLACASA,BELLA CASA FASH AND RET L,NSE,BELLACASA.NS,NSE:BELLACASA,NSE_EQ|INE344T01014,,,100.0,1
BELRISE,BELRISE INDUSTRIES LTD,NSE,BELRISE.NS,NSE:BELRISE,NSE_EQ|INE894V01022,,,100.0,1
BEML,BEML LIMITED,NSE,BEML.NS,NSE:BEML,NSE_EQ|INE258A01024,,,100.0,1
BENGALASM,BENGAL & ASSAM CO. LTD.,NSE,BENGALASM.NS,NSE:BENGALASM,NSE_EQ|INE083K01017,,,100.0,1
BEPL,BHANSALI ENG. POLYMERS LT,NSE,BEPL.NS,NSE:BEPL,NSE_EQ|INE922A01025,,,100.0,1
BERGEPAINT,BERGER PAINTS (I) LTD,NSE,BERGEPAINT.NS,NSE:BERGEPAINT,NSE_EQ|INE463A01038,,,100.0,1
BESTAGRO,BEST AGROLIFE LIMITED,NSE,BESTAGRO.NS,NSE:BESTAGRO,NSE_EQ|INE052T01021,,,100.0,1
BETA,BETA DRUGS LIMITED,NSE,BETA.NS,NSE:BETA,NSE_EQ|INE351Y01019,,,100.0,1
BFINVEST,BF INVESTMENT LIMITED,NSE,BFINVEST.NS,NSE:BFINVEST,NSE_EQ|INE878K01010,,,100.0,1
BFSI,MIRAEAMC - MAFSETF,NSE,BFSI.NS,NSE:BFSI,NSE_EQ|INF769K01HI8,,,100.0,1
BFUTILITIE,BF UTILITIES LIMITED,NSE,BFUTILITIE.NS,NSE:BFUTILITIE,NSE_EQ|INE243D01012,,,100.0,1
BGRENERGY,BGR ENERGY SYSTEMS LTD,NSE,BGRENERGY.NS,NSE:BGRENERGY,NSE_EQ|INE661I01014,,,100.0,1
BHAGCHEM,BHAGIRADHA CHEM & INDS L,NSE,BHAGCHEM.NS,NSE:BHAGCHEM,NSE_EQ|INE414D01027,,,100.0,1
BHAGERIA,BHAGERIA INDUSTRIES LTD,NSE,BHAGERIA.NS,NSE:BHAGERIA,NSE_EQ|INE354C01027,,,100.0,1
BHAGYANGR,BHAGYANAGAR INDIA LIMITED,NSE,BHAGYANGR.NS,NSE:BHAGYANGR,NSE_EQ|INE458B01036,,,100.0,1
BHANDARI,BHANDARI HOSIERY EXP LTD,NSE,BHANDARI.NS,NSE:BHANDARI,NSE_EQ|INE474E01029,,,100.0,1
BHARATCOAL,BHARAT COKING COAL LTD,NSE,BHARATCOAL.NS,NSE:BHARATCOAL,NSE_EQ|INE05XR01022,,,100.0,1
BHARATFORG,BHARAT FORGE LTD,NSE,BHARATFORG.NS,NSE:BHARATFORG,NSE_EQ|INE465A01025,,,100.0,1
BHARATGEAR,BHARAT GEARS LTD.,NSE,BHARATGEAR.NS,NSE:BHARATGEAR,NSE_EQ|INE561C01019,,,100.0,1
BHARATRAS,BHARAT RASAYAN LTD,NSE,BHARATRAS.NS,NSE:BHARATRAS,NSE_EQ|INE838B01021,,,100.0,1
BHARATSE,BHARAT SEATS LIMITED,NSE,BHARATSE.NS,NSE:BHARATSE,NSE_EQ|INE415D01024,,,100.0,1
BHARATWIRE,BHARAT WIRE ROPES LTD.,NSE,BHARATWIRE.NS,NSE:BHARATWIRE,NSE_EQ|INE316L01019,,,100.0,1
BHARTIARTL,BHARTI AIRTEL LIMITED,NSE,BHARTIARTL.NS,NSE:BHARTIARTL,NSE_EQ|INE397D01024,,,100.0,1
BHARTIHEXA,BHARTI HEXACOM LIMITED,NSE,BHARTIHEXA.NS,NSE:BHARTIHEXA,NSE_EQ|INE343G01021,,,100.0,1
BHEL,BHEL,NSE,BHEL.NS,NSE:BHEL,NSE_EQ|INE257A01026,,,100.0,1
BI,BILCARE LTD.,NSE,BI.NS,NSE:BI,NSE_EQ|INE986A01012,,,100.0,1
BIGBLOC,BIGBLOC CONSTRUCTION LTD,NSE,BIGBLOC.NS,NSE:BIGBLOC,NSE_EQ|INE412U01025,,,100.0,1
BIKAJI,BIKAJI FOODS INTERN LTD,NSE,BIKAJI.NS,NSE:BIKAJI,NSE_EQ|INE00E101023,,,100.0,1
BIL,BHARTIYA INTERNATIONAL,NSE,BIL.NS,NSE:BIL,NSE_EQ|INE828A01016,,,100.0,1
BIMETAL,BIMETAL BEARINGS LTD.,NSE,BIMETAL.NS,NSE:BIMETAL,NSE_EQ|INE469A01019,,,100.0,1
BIOCON,BIOCON LIMITED.,NSE,BIOCON.NS,NSE:BIOCON,NSE_EQ|INE376G01013,,,100.0,1
BIOFILCHEM,BIOFIL CHEM & PHARMA LTD,NSE,BIOFILCHEM.NS,NSE:BIOFILCHEM,NSE_EQ|INE829A01014,,,100.0,1
BIRLACABLE,BIRLA CABLE LIMITED,NSE,BIRLACABLE.NS,NSE:BIRLACABLE,NSE_EQ|INE800A01015,,,100.0,1
BIRLACORPN,BIRLA CORPORATION LTD,NSE,BIRLACORPN.NS,NSE:BIRLACORPN,NSE_EQ|INE340A01012,,,100.0,1
BIRLAMONEY,ADITYA BIRLA MONEY LTD,NSE,BIRLAMONEY.NS,NSE:BIRLAMONEY,NSE_EQ|INE865C01022,,,100.0,1
BIRLANU,BIRLANU LIMITED,NSE,BIRLANU.NS,NSE:BIRLANU,NSE_EQ|INE557A01011,,,100.0,1
BIRLAPREC,BIRLA PRECISION TECH L,NSE,BIRLAPREC.NS,NSE:BIRLAPREC,NSE_EQ|INE372E01025,,,100.0,1
BLACKBUCK,BLACKBUCK LIMITED,NSE,BLACKBUCK.NS,NSE:BLACKBUCK,NSE_EQ|INE0UIZ01018,,,100.0,1
BLACKROSE,BLACK ROSE INDS. LTD.,NSE,BLACKROSE.NS,NSE:BLACKROSE,NSE_EQ|INE761G01016,,,100.0,1
BLAL,BEML LAND ASSETS LIMITED,NSE,BLAL.NS,NSE:BLAL,NSE_EQ|INE0N7W01012,,,100.0,1
BLBLIMITED,BLB LIMITED,NSE,BLBLIMITED.NS,NSE:BLBLIMITED,NSE_EQ|INE791A01024,,,100.0,1
BLIL,BALMER LAWRIE INVSTS. L,NSE,BLIL.NS,NSE:BLIL,NSE_EQ|INE525F01025,,,100.0,1
BLISSGVS,BLISS GVS PHARMA LTD,NSE,BLISSGVS.NS,NSE:BLISSGVS,NSE_EQ|INE416D01022,,,100.0,1
BLKASHYAP,B.L.KASHYAP & SON LTD,NSE,BLKASHYAP.NS,NSE:BLKASHYAP,NSE_EQ|INE350H01032,,,100.0,1
BLS,BLS INTL SERVS LTD,NSE,BLS.NS,NSE:BLS,NSE_EQ|INE153T01027,,,100.0,1
